scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
cube,dopt,52,106,manopt,Manopt,19.0217319952999,17.8003128534859,6.42117732557585,1.58630404166667,50,0.00264929627353561,1,0.927108573017067
cube,dopt,52,106,tr_sqp,TR-SQP,19.0217319952999,17.88551393841,5.97326288253178,3.96812870833333,80,0.00253921277952488,1,0.999078584410263
cube,dopt,52,106,pso,PSO,19.0217319952999,17.9118236932892,5.83494869071327,0.162725,80,0.00254704193124849,1,0.768001766225217
cube,dopt,52,106,de,DE,19.0217319952999,17.9678871039382,5.54021522131663,0.226156541666667,80,0.00233946349528104,1,0.182559186363923
cube,dopt,53,107,gs_sqp,GS-SQP,18.8965683104953,17.7408860260764,6.11583153845444,0.150220791666667,17,0.00270025754011099,1,1
cube,dopt,53,107,iso_sqp,Iso-SQP,18.8965683104953,18.5321651903459,1.92840897967192,0.669780833333333,100,0.00207582509559253,1,1
cube,dopt,53,107,manopt,Manopt,18.8965683104953,17.7408856750282,6.11583339618983,1.67739725,49,0.00270235272765886,1,0.702472045055783
cube,dopt,53,107,tr_sqp,TR-SQP,18.8965683104953,17.8474728288843,5.55177778511422,4.10146729166667,80,0.00256579790882156,1,0.999336365223377
cube,dopt,53,107,pso,PSO,18.8965683104953,17.8532105784951,5.52141380835127,0.143147416666667,80,0.00235586571689313,1,0.216458528356719
cube,dopt,53,107,de,DE,18.8965683104953,17.8901411491329,5.32597847834299,0.221813208333333,80,0.00216196710717788,1,0.676801177437516
cube,dopt,54,108,gs_sqp,GS-SQP,19.3620618748744,17.7382671401813,8.38647632254641,0.154598666666667,18,0.00270135139570253,1,1
cube,dopt,54,108,iso_sqp,Iso-SQP,19.3620618748744,18.58711465403,4.00240029110763,0.678075375,100,0.00203814216492711,1,1
cube,dopt,54,108,manopt,Manopt,19.3620618748744,17.73826543104,8.38648514981557,1.380832875,47,0.00270471295504425,1,0.932335970696849
cube,dopt,54,108,tr_sqp,TR-SQP,19.3620618748744,17.8064804732516,8.03417224712761,3.74060229166667,80,0.00261546361529393,1,0.999058236996511
cube,dopt,54,108,pso,PSO,19.3620618748744,17.8395970373693,7.86313383018804,0.150416916666667,80,0.00258248060535026,1,0.310627316333138
cube,dopt,54,108,de,DE,19.3620618748744,17.9728126177599,7.17511009980467,0.205596833333333,80,0.00217470431517395,1,0.181418173736148
cube,dopt,55,109,gs_sqp,GS-SQP,20.3161708942856,17.7837606573982,12.464997710763,0.160801541666667,18,0.00262954516011911,1,1
cube,dopt,55,109,iso_sqp,Iso-SQP,20.3161708942856,18.6967384863215,7.97114976237799,0.730135916666667,100,0.00196499688443813,1,1
cube,dopt,55,109,manopt,Manopt,20.3161708942856,17.7836335355476,12.4656234283322,1.36628629166667,39,0.00266411944297884,1,0.939560147922177
cube,dopt,55,109,tr_sqp,TR-SQP,20.3161708942856,17.8453219928216,12.161981282403,4.88061441666667,80,0.00259406617297248,1,0.999510538798376
cube,dopt,55,109,pso,PSO,20.3161708942856,17.9511767152699,11.6409445033805,0.166910541666667,80,0.00242084318784557,1,0.186378328377229
cube,dopt,55,109,de,DE,20.3161708942856,18.0150875011277,11.3263636397407,0.186323041666667,80,0.00208831264679894,1,0.266461229740238
cube,dopt,56,110,gs_sqp,GS-SQP,18.4951807251736,17.7994506139874,3.76168322723802,0.142588458333333,19,0.00264009380632008,1,1
cube,dopt,56,110,iso_sqp,Iso-SQP,18.4951807251736,18.4235709992108,0.38718046082869,0.652640666666667,100,0.002152337298755,1,1
cube,dopt,56,110,manopt,Manopt,18.4951807251736,17.7994515576745,3.7616781248976,1.89043941666667,50,0.00264949697664079,1,0.0671363484896302
cube,dopt,56,110,tr_sqp,TR-SQP,18.4951807251736,17.823309087664,3.63268490042472,5.199075625,80,0.00260446949163872,1,0.998960911991357
cube,dopt,56,110,pso,PSO,18.4951807251736,17.9809087444076,2.78057288764977,0.221047875,80,0.00249421461030093,1,0.829322956583891
cube,dopt,56,110,de,DE,18.4951807251736,18.0121394239765,2.61171441563538,0.2704425,80,0.00216479682487412,1,0.209517159582991
cube,dopt,57,111,gs_sqp,GS-SQP,18.7326433576398,17.7963962525451,4.99794442898489,0.113651833333333,15,0.00265214925023478,1,1
cube,dopt,57,111,iso_sqp,Iso-SQP,18.7326433576398,18.6353241695616,0.519516579802343,0.753268583333333,100,0.0020056349373449,1,1
cube,dopt,57,111,manopt,Manopt,18.7326433576398,17.7963964386881,4.99794343530234,2.285690125,50,0.00265267479254208,1,0.865491633866768
cube,dopt,57,111,tr_sqp,TR-SQP,18.7326433576398,17.849485516121,4.71453934534339,5.89930658333333,80,0.00256500231911804,1,0.999197684236122
cube,dopt,57,111,pso,PSO,18.7326433576398,17.8288656707427,4.82461374853708,0.196486708333333,80,0.00261977030106075,1,0.572644342493936
cube,dopt,57,111,de,DE,18.7326433576398,18.0269112364343,3.76739207452884,0.241454708333333,80,0.00197016432549673,1,0.171052799633362
cube,dopt,58,112,gs_sqp,GS-SQP,18.9616569817911,17.7564224518203,6.35616671648561,0.187273541666667,19,0.00268799663365128,1,1
cube,dopt,58,112,iso_sqp,Iso-SQP,18.9616569817911,18.6242883027126,1.77921517830663,0.61085725,100,0.00201304305255419,1,1
cube,dopt,58,112,manopt,Manopt,18.9616569817911,17.7564225845851,6.3561660163103,1.587607375,50,0.00268807575531882,1,0.789257081758063
cube,dopt,58,112,tr_sqp,TR-SQP,18.9616569817911,17.767586847629,6.29728791797438,5.76217054166667,80,0.00262260238678021,1,0.997501477804047
